40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
40.0146,40.012,40.0099,40.0082,40.0067,40.0055,40.0046,40.0037,40.0031,40.0025,40.0021,40.0017,40.0014,40.0012,40.001,40.0008,40.0007,40.0005,40.0004,40.0004,40.0003,40.0002,40.0002,40.0002,40.0001,40.0001,40.0001,40.0001,40.0001,40.0001,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
40.0512,40.0433,40.0366,40.0309,40.0261,40.022,40.0186,40.0157,40.0132,40.0111,40.0094,40.0079,40.0066,40.0056,40.0047,40.0039,40.0033,40.0028,40.0023,40.0019,40.0016,40.0014,40.0011,40.001,40.0008,40.0007,40.0006,40.0005,40.0004,40.0003,40.0003,40.0002,40.0002,40.0002,40.0001,40.0001,40.0001,40.0001,40.0001,40.0001,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
40.1007,40.0873,40.0756,40.0654,40.0565,40.0488,40.0421,40.0362,40.0312,40.0268,40.023,40.0197,40.0169,40.0145,40.0124,40.0106,40.0091,40.0077,40.0066,40.0056,40.0048,40.0041,40.0035,40.003,40.0025,40.0021,40.0018,40.0015,40.0013,40.0011,40.0009,40.0008,40.0007,40.0006,40.0005,40.0004,40.0003,40.0003,40.0002,40.0002,40.0002,40.0001,40.0001,40.0001,40.0001,40.0001,40.0001,40.0001,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
40.1603,40.1414,40.1246,40.1096,40.0963,40.0845,40.0741,40.0648,40.0567,40.0495,40.0432,40.0377,40.0328,40.0285,40.0248,40.0215,40.0187,40.0162,40.014,40.0121,40.0105,40.0091,40.0078,40.0067,40.0058,40.005,40.0043,40.0037,40.0032,40.0027,40.0024,40.002,40.0017,40.0015,40.0013,40.0011,40.0009,40.0008,40.0007,40.0006,40.0005,40.0004,40.0004,40.0003,40.0003,40.0002,40.0002,40.0002,40.0001,40.0001,40.0001,40.0001,40.0001,40.0001,40.0001,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
40.2285,40.204,40.182,40.1621,40.1442,40.1281,40.1137,40.1008,40.0893,40.0789,40.0697,40.0616,40.0543,40.0478,40.042,40.037,40.0325,40.0285,40.025,40.0219,40.0191,40.0167,40.0146,40.0127,40.0111,40.0097,40.0084,40.0073,40.0064,40.0055,40.0048,40.0042,40.0036,40.0031,40.0027,40.0024,40.002,40.0018,40.0015,40.0013,40.0011,40.001,40.0008,40.0007,40.0006,40.0005,40.0005,40.0004,40.0003,40.0003,40.0003,40.0002,40.0002,40.0002,40.0001,40.0001,40.0001,40.0001,40.0001,40.0001,40.0001,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
40.3043,40.2743,40.2469,40.2221,40.1995,40.179,40.1604,40.1436,40.1284,40.1147,40.1023,40.0912,40.0812,40.0723,40.0642,40.057,40.0506,40.0448,40.0397,40.0351,40.031,40.0274,40.0242,40.0213,40.0188,40.0165,40.0145,40.0128,40.0112,40.0098,40.0086,40.0075,40.0066,40.0058,40.0051,40.0044,40.0039,40.0034,40.0029,40.0026,40.0022,40.0019,40.0017,40.0015,40.0013,40.0011,40.001,40.0008,40.0007,40.0006,40.0005,40.0005,40.0004,40.0004,40.0003,40.0003,40.0002,40.0002,40.0002,40.0001,40.0001,40.0001,40.0001,40.0001,40.0001,40.0001,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
40.387,40.3514,40.3188,40.2888,40.2614,40.2364,40.2135,40.1926,40.1736,40.1564,40.1407,40.1264,40.1135,40.1018,40.0912,40.0816,40.073,40.0652,40.0582,40.052,40.0463,40.0412,40.0367,40.0326,40.029,40.0257,40.0228,40.0202,40.0179,40.0158,40.014,40.0124,40.0109,40.0096,40.0085,40.0075,40.0066,40.0058,40.0051,40.0045,40.0039,40.0034,40.003,40.0026,40.0023,40.002,40.0018,40.0016,40.0014,40.0012,40.001,40.0009,40.0008,40.0007,40.0006,40.0005,40.0005,40.0004,40.0003,40.0003,40.0003,40.0002,40.0002,40.0002,40.0001,40.0001,40.0001,40.0001,40.0001,40.0001,40.0001,40.0001,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
40.4762,40.435,40.397,40.3619,40.3297,40.3,40.2727,40.2476,40.2247,40.2037,40.1844,40.1669,40.1508,40.1362,40.1229,40.1108,40.0998,40.0898,40.0807,40.0725,40.0651,40.0584,40.0523,40.0468,40.0419,40.0374,40.0335,40.0299,40.0266,40.0237,40.0211,40.0188,40.0167,40.0149,40.0132,40.0117,40.0104,40.0092,40.0081,40.0072,40.0064,40.0056,40.005,40.0044,40.0039,40.0034,40.003,40.0026,40.0023,40.0021,40.0018,40.0016,40.0014,40.0012,40.0011,40.0009,40.0008,40.0007,40.0006,40.0006,40.0005,40.0004,40.0004,40.0003,40.0003,40.0002,40.0002,40.0002,40.0002,40.0001,40.0001,40.0001,40.0001,40.0001,40.0001,40.0001,40.0001,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
40.5713,40.5245,40.4811,40.4409,40.4037,40.3693,40.3375,40.3082,40.2812,40.2563,40.2334,40.2124,40.1931,40.1754,40.1592,40.1444,40.1308,40.1184,40.1071,40.0968,40.0874,40.0789,40.0711,40.0641,40.0577,40.0519,40.0466,40.0419,40.0376,40.0337,40.0302,40.027,40.0242,40.0216,40.0193,40.0173,40.0154,40.0137,40.0122,40.0109,40.0097,40.0086,40.0077,40.0068,40.0061,40.0054,40.0048,40.0042,40.0037,40.0033,40.0029,40.0026,40.0023,40.002,40.0018,40.0016,40.0014,40.0012,40.0011,40.0009,40.0008,40.0007,40.0006,40.0006,40.0005,40.0004,40.0004,40.0003,40.0003,40.0003,40.0002,40.0002,40.0002,40.0002,40.0001,40.0001,40.0001,40.0001,40.0001,40.0001,40.0001,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
