Training time,Current_Epoch,Total Domain Loss,Total Loss,Relative_L2_err,Best time,Best Epoch,Best Total Loss,Best Relative_L2_err,Domain PDE Loss,Domain NBC Loss,Domain IC Loss
5546.9276485443115,100001,0.00022994577011559159,0.00022994577011559159,0.0016758585115894675,5544.0385818481445,100000,0.00022988690761849284,0.0016773546813055873,5.60580228921026e-05,0.00014934067439753562,2.4547074644942768e-05
5546.958252429962,100002,0.00023006692936178297,0.00023006692936178297,0.0016808235086500645,5544.0385818481445,100000,0.00022988690761849284,0.0016773546813055873,5.622937169391662e-05,0.00014925113646313548,2.4586423023720272e-05
5546.9907150268555,100003,0.00023014438920654356,0.00023014438920654356,0.0016725932946428657,5544.0385818481445,100000,0.00022988690761849284,0.0016773546813055873,5.631932071992196e-05,0.00014927427400834858,2.455080539220944e-05
5547.0236077308655,100004,0.0002301316271768883,0.0002301316271768883,0.001682490692473948,5544.0385818481445,100000,0.00022988690761849284,0.0016773546813055873,5.636469359160401e-05,0.00014918118540663272,2.458574999764096e-05
5547.055478096008,100005,0.00023002630041446537,0.00023002630041446537,0.0016729994677007198,5544.0385818481445,100000,0.00022988690761849284,0.0016773546813055873,5.622668322757818e-05,0.00014923566777724773,2.4563949409639463e-05
5547.087470531464,100006,0.00022988893033470958,0.00022988893033470958,0.0016814725240692496,5544.0385818481445,100000,0.00022988690761849284,0.0016773546813055873,5.612552195088938e-05,0.00014918540546204895,2.4577997464803047e-05
5547.124595403671,100007,0.0002297835162607953,0.0002297835162607953,0.0016755860997363925,5547.119385242462,100007,0.0002297835162607953,0.0016755860997363925,5.59787658858113e-05,0.00014922433183528483,2.4580407625762746e-05
5547.161380529404,100008,0.00022974485182203352,0.00022974485182203352,0.001678548869676888,5547.156373500824,100008,0.00022974485182203352,0.001678548869676888,5.595715992967598e-05,0.0001492174924351275,2.4570192181272432e-05
5547.193053007126,100009,0.0002297697210451588,0.0002297697210451588,0.00167852861341089,5547.156373500824,100008,0.00022974485182203352,0.001678548869676888,5.597228300757706e-05,0.00014920411922503263,2.4593318812549114e-05
5547.224344968796,100010,0.00022982218069955707,0.00022982218069955707,0.001675605890341103,5547.156373500824,100008,0.00022974485182203352,0.001678548869676888,5.603588942904025e-05,0.00014921884576324373,2.456744732626248e-05
5547.255745649338,100011,0.00022985952091403306,0.00022985952091403306,0.0016801806632429361,5547.156373500824,100008,0.00022974485182203352,0.001678548869676888,5.61034212296363e-05,0.00014915692736394703,2.4599161406513304e-05
5547.287975072861,100012,0.00022985637770034373,0.00022985637770034373,0.0016739947022870183,5547.156373500824,100008,0.00022974485182203352,0.001678548869676888,5.610508014797233e-05,0.00014917981752660125,2.457147820678074e-05
5547.3191702365875,100013,0.00022981164511293173,0.00022981164511293173,0.0016801371239125729,5547.156373500824,100008,0.00022974485182203352,0.001678548869676888,5.6099572248058394e-05,0.00014911405742168427,2.459801544318907e-05
5547.354248762131,100014,0.00022974441526457667,0.00022974441526457667,0.001674260594882071,5547.350259542465,100014,0.00022974441526457667,0.001674260594882071,5.602547753369436e-05,0.00014913713675923645,2.4581797333667055e-05
5547.393385410309,100015,0.00022968309349380434,0.00022968309349380434,0.0016787915956228971,5547.387319326401,100015,0.00022968309349380434,0.0016787915956228971,5.598648567683995e-05,0.0001491024304414168,2.459417919453699e-05
5547.429282665253,100016,0.0002296422462677583,0.0002296422462677583,0.0016757752746343613,5547.425273656845,100016,0.0002296422462677583,0.0016757752746343613,5.593524838332087e-05,0.00014911308244336396,2.4593915441073477e-05
5547.4665241241455,100017,0.00022963380615692586,0.00022963380615692586,0.001676974119618535,5547.461537837982,100017,0.00022963380615692586,0.001676974119618535,5.593424793914892e-05,0.0001491096627432853,2.458990093145985e-05
